,name,lat,lon,lgl_key,toponym,old_coord,new_coord,mlg_key,geocoded_coordinates_list,median_error_distance
1057,Atlas Mountains,32,-2,"Atlas Mountains 32,-2",Atlas Mountains ," 32 , -2 "," 31.0 , -8.0","Atlas Mountains 32,-2","[(34.0, 2.0)]",994.8240180088646
1059,Los Angeles,34.0522,-118.244,"Los Angeles 34.0522,-118.244",Los Angeles ," 34.0522 , -118.244 "," 34.05223 , -118.24368","Los Angeles 34.0522,-118.244","[(34.05223, -118.24368), (34.05223, -118.24368), (34.05223, -118.24368), (34.05223, -118.24368), (34.05223, -118.24368), (34.05223, -118.24368), (34.05223, -118.24368), (34.05223, -118.24368), (34.05223, -118.24368), (34.05223, -118.24368), (34.05223, -118.24368), (34.05223, -118.24368), (34.05223, -118.24368), (34.05223, -118.24368), (34.05223, -118.24368), (34.05223, -118.24368), (34.05223, -118.24368)]",0.0
1060,South Los Angeles,33.9275,-118.278,"South Los Angeles 33.9275,-118.278",South Los Angeles ," 33.9275 , -118.278 "," 33.982 , -118.24","South Los Angeles 33.9275,-118.278","[(33.92752, -118.27813), (33.92752, -118.27813), (33.92752, -118.27813), (33.92752, -118.27813), (33.92752, -118.27813)]",7.004762863310375
1061,Camarillo,34.2164,-119.038,"Camarillo 34.2164,-119.038",Camarillo ," 34.2164 , -119.038 "," 34.225555555556 , -119.03222222222","Camarillo 34.2164,-119.038",[],
1062,Lancaster,34.698,-118.137,"Lancaster 34.698,-118.137",Lancaster ," 34.698 , -118.137 "," 34.686944444444 , -118.15416666667","Lancaster 34.698,-118.137","[(34.69804, -118.13674), (34.69804, -118.13674), (34.69804, -118.13674)]",2.015111786868977
1064,Palmdale,34.5794,-118.116,"Palmdale 34.5794,-118.116",Palmdale ," 34.5794 , -118.116 "," 34.581111111111 , -118.10055555556","Palmdale 34.5794,-118.116","[(34.57943, -118.11646)]",1.4680093487388832
1065,San Fernando,34.2819,-118.439,"San Fernando 34.2819,-118.439",San Fernando ," 34.2819 , -118.439 "," 34.287222222222 , -118.43888888889","San Fernando 34.2819,-118.439",[],
1066,Port of Los Angeles,33.7292,-118.262,"Port of Los Angeles 33.7292,-118.262",Port of Los Angeles ," 33.7292 , -118.262 "," 33.7291858 , -118.262015","Port of Los Angeles 33.7292,-118.262",[],
1067,New Delhi,28.6,77.2,"New Delhi 28.6,77.2",New Delhi ," 28.6 , 77.2 "," 28.7 , 77.2","New Delhi 28.6,77.2","[(28.63576, 77.22445)]",7.530953531980777
1070,Laguna Hills,33.5956,-117.7,"Laguna Hills 33.5956,-117.7",Laguna Hills ," 33.5956 , -117.7 "," 33.599722222222 , -117.69944444444","Laguna Hills 33.5956,-117.7","[(33.61252, -117.71283)]",1.88726656586305
1072,Glendale,34.1425,-118.255,"Glendale 34.1425,-118.255",Glendale ," 34.1425 , -118.255 "," 34.170833333333 , -118.25","Glendale 34.1425,-118.255","[(33.53865, -112.18599), (33.53865, -112.18599)]",564.2722098876245
1075,Griffith Park,34.1358,-118.301,"Griffith Park 34.1358,-118.301",Griffith Park ," 34.1358 , -118.301 "," 34.1333 , -118.3","Griffith Park 34.1358,-118.301",[],
1076,Orange County,33.7,-117.768,"Orange County 33.7,-117.768",Orange County ," 33.7 , -117.768 "," 33.67 , -117.78","Orange County 33.7,-117.768","[(33.67691, -117.77617), (33.67691, -117.77617)]",0.846160378888548
1077,Long Beach,33.767,-118.189,"Long Beach 33.767,-118.189",Long Beach ," 33.767 , -118.189 "," 33.768321 , -118.1956168","Long Beach 33.767,-118.189",[],
1078,Chowchilla,37.123,-120.26,"Chowchilla 37.123,-120.26",Chowchilla ," 37.123 , -120.26 "," 37.116666666667 , -120.26666666667","Chowchilla 37.123,-120.26","[(37.123, -120.26018), (37.123, -120.26018)]",0.9092458359161663
1079,Palencia,42.0167,-4.53333,"Palencia 42.0167,-4.53333",Palencia ," 42.0167 , -4.53333 "," 42.016666666667 , -4.5333333333333","Palencia 42.0167,-4.53333","[(42.00955, -4.52406)]",1.1014443057524665
1081,Paredes de Nava,42.15,-4.68333,"Paredes de Nava 42.15,-4.68333",Paredes de Nava ," 42.15 , -4.68333 "," 42.152777777778 , -4.6944444444444","Paredes de Nava 42.15,-4.68333","[(42.15367, -4.69193)]",0.2297973069435819
1083,Oakland,37.8044,-122.271,"Oakland 37.8044,-122.271",Oakland ," 37.8044 , -122.271 "," 37.8 , -122.25","Oakland 37.8044,-122.271","[(37.80437, -122.2708), (37.80437, -122.2708)]",1.8909622719676786
1084,Waco,31.5493,-97.1467,"Waco 31.5493,-97.1467",Waco ," 31.5493 , -97.1467 "," 31.551388888889 , -97.155833333333","Waco 31.5493,-97.1467","[(31.54933, -97.14667)]",0.8979759466902228
1086,Pottawatomie County,39.3333,-96.3003,"Pottawatomie County 39.3333,-96.3003",Pottawatomie County ," 39.3333 , -96.3003 "," 39.3333 , -96.3","Pottawatomie County 39.3333,-96.3003","[(39.37901, -96.34244), (39.37901, -96.34244)]",6.25689066387581
1087,Wamego,39.2019,-96.305,"Wamego 39.2019,-96.305",Wamego ," 39.2019 , -96.305 "," 39.2042 , -96.3083","Wamego 39.2019,-96.305","[(39.20194, -96.305)]",0.37948159416884575
1088,Albuquerque,35.0845,-106.651,"Albuquerque 35.0845,-106.651",Albuquerque ," 35.0845 , -106.651 "," 35.116666666667 , -106.61666666667","Albuquerque 35.0845,-106.651","[(35.08449, -106.65114)]",4.757813721140913
1089,Shawnee County,39.05,-95.7669,"Shawnee County 39.05,-95.7669",Shawnee County ," 39.05 , -95.7669 "," 38.903333333333 , -95.831388888889","Shawnee County 39.05,-95.7669",[],
1090,Kane County,41.95,-88.4334,"Kane County 41.95,-88.4334",Kane County ," 41.95 , -88.4334 "," 41.95 , -88.433333333333","Kane County 41.95,-88.4334","[(41.93894, -88.42866)]",1.289125249649157
1091,Jefferson County,39.6333,-105.267,"Jefferson County 39.6333,-105.267",Jefferson County ," 39.6333 , -105.267 "," 39.59 , -105.25","Jefferson County 39.6333,-105.267","[(40.17576, -97.14272)]",694.5780307496739
1093,Hutchinson,38.0608,-97.9298,"Hutchinson 38.0608,-97.9298",Hutchinson ," 38.0608 , -97.9298 "," 38.0656 , -97.9236","Hutchinson 38.0608,-97.9298","[(38.06084, -97.92977), (38.06084, -97.92977), (38.06084, -97.92977)]",0.7562584516637803
1094,Marion County,38.4,-97.1503,"Marion County 38.4,-97.1503",Marion County ," 38.4 , -97.1503 "," 38.4 , -97.15","Marion County 38.4,-97.1503","[(39.78171, -86.13847)]",962.0323774907991
1095,Anderson County,38.2,-95.2836,"Anderson County 38.2,-95.2836",Anderson County ," 38.2 , -95.2836 "," 38.2 , -95.2833","Anderson County 38.2,-95.2836","[(38.2142, -95.29333)]",1.8058714453237164
1096,Pratt,37.6439,-98.7376,"Pratt 37.6439,-98.7376",Pratt ," 37.6439 , -98.7376 "," 37.650277777778 , -98.738055555556","Pratt 37.6439,-98.7376","[(37.64391, -98.73759), (37.64391, -98.73759), (37.64391, -98.73759)]",0.7092509834408587
1097,Dodge City,37.7528,-100.017,"Dodge City 37.7528,-100.017",Dodge City ," 37.7528 , -100.017 "," 37.759722222222 , -100.01833333333","Dodge City 37.7528,-100.017","[(37.7528, -100.01708), (37.7528, -100.01708), (37.7528, -100.01708)]",0.7775635399219833
1098,Garden City,37.9717,-100.873,"Garden City 37.9717,-100.873",Garden City ," 37.9717 , -100.873 "," 37.9753 , -100.864","Garden City 37.9717,-100.873","[(37.97169, -100.87266)]",0.8586902905573465
1099,Pratt County,37.65,-98.7337,"Pratt County 37.65,-98.7337",Pratt County ," 37.65 , -98.7337 "," 37.656666666667 , -98.74","Pratt County 37.65,-98.7337","[(37.64774, -98.7396)]",0.9932259116845743
1100,Harvey County,38.05,-97.4336,"Harvey County 38.05,-97.4336",Harvey County ," 38.05 , -97.4336 "," 38.123888888889 , -97.645277777778","Harvey County 38.05,-97.4336",[],
1101,Harper County,37.2,-98.0837,"Harper County 37.2,-98.0837",Harper County ," 37.2 , -98.0837 "," 37.2 , -98.0833","Harper County 37.2,-98.0837",[],
1102,Kingman County,37.5667,-98.1337,"Kingman County 37.5667,-98.1337",Kingman County ," 37.5667 , -98.1337 "," 37.520555555556 , -97.871666666667","Kingman County 37.5667,-98.1337",[],
1103,Great Bend,38.3645,-98.7648,"Great Bend 38.3645,-98.7648",Great Bend ," 38.3645 , -98.7648 "," 38.3644 , -98.7647","Great Bend 38.3645,-98.7648","[(38.36446, -98.76481)]",0.011682807169153823
1104,Kingman,37.6458,-98.1137,"Kingman 37.6458,-98.1137",Kingman ," 37.6458 , -98.1137 "," 37.6469 , -98.1139","Kingman 37.6458,-98.1137","[(37.64585, -98.11367)]",0.11849792150132724
1105,Larned,38.1806,-99.0987,"Larned 38.1806,-99.0987",Larned ," 38.1806 , -99.0987 "," 38.1822 , -99.1017","Larned 38.1806,-99.0987",[],
1106,Wichita,37.6922,-97.3375,"Wichita 37.6922,-97.3375",Wichita ," 37.6922 , -97.3375 "," 37.688888888889 , -97.336111111111","Wichita 37.6922,-97.3375",[],
1107,Coral Gables,25.7215,-80.2684,"Coral Gables 25.7215,-80.2684",Coral Gables ," 25.7215 , -80.2684 "," 25.75 , -80.271111111111","Coral Gables 25.7215,-80.2684","[(25.72149, -80.26838), (25.72149, -80.26838)]",3.1819531498661418
1108,Miami-Dade County,25.6171,-80.5331,"Miami-Dade County 25.6171,-80.5331",Miami-Dade County ," 25.6171 , -80.5331 "," 25.774167 , -80.193611","Miami-Dade County 25.6171,-80.5331",[],
1109,Miami Beach,25.7907,-80.13,"Miami Beach 25.7907,-80.13",Miami Beach ," 25.7907 , -80.13 "," 25.813025 , -80.134063888889","Miami Beach 25.7907,-80.13",[],
1110,Daytona Beach,29.2108,-81.0228,"Daytona Beach 29.2108,-81.0228",Daytona Beach ," 29.2108 , -81.0228 "," 29.207222222222 , -81.037777777778","Daytona Beach 29.2108,-81.0228",[],
1111,Volusia County,29.0836,-81.2081,"Volusia County 29.0836,-81.2081",Volusia County ," 29.0836 , -81.2081 "," 29.07 , -81.14","Volusia County 29.0836,-81.2081","[(29.06345, -81.14857), (29.06345, -81.14857), (29.06345, -81.14857)]",1.1064458173241414
1112,Osceola County,28.042,-81.1242,"Osceola County 28.042,-81.1242",Osceola County ," 28.042 , -81.1242 "," 28.06 , -81.15","Osceola County 28.042,-81.1242","[(28.06266, -81.14948), (28.06266, -81.14948)]",0.30014770025606385
1113,Seminole County,28.7086,-81.2081,"Seminole County 28.7086,-81.2081",Seminole County ," 28.7086 , -81.2081 "," 28.71 , -81.23","Seminole County 28.7086,-81.2081","[(28.71698, -81.2363)]",0.9898825453889142
1114,Melbourne,28.0836,-80.6081,"Melbourne 28.0836,-80.6081",Melbourne ," 28.0836 , -80.6081 "," 28.08363 , -80.60811","Melbourne 28.0836,-80.6081","[(-37.814, 144.96332)]",15672.277731664573
1115,Holopaw,28.1358,-81.0762,"Holopaw 28.1358,-81.0762",Holopaw ," 28.1358 , -81.0762 "," 28.1358 , -81.0761","Holopaw 28.1358,-81.0762","[(28.13585, -81.07618)]",0.00961488350546049
1116,Golden Glades,25.9118,-80.2003,"Golden Glades 25.9118,-80.2003",Golden Glades ," 25.9118 , -80.2003 "," 25.912777777778 , -80.197777777778","Golden Glades 25.9118,-80.2003",[],
1117,Sunrise,26.134,-80.1131,"Sunrise 26.134,-80.1131",Sunrise ," 26.134 , -80.1131 "," 26.13397 , -80.1131","Sunrise 26.134,-80.1131",[],
1118,Philadelphia,39.9523,-75.1638,"Philadelphia 39.9523,-75.1638",Philadelphia ," 39.9523 , -75.1638 "," 39.952777777778 , -75.163611111111","Philadelphia 39.9523,-75.1638","[(39.95233, -75.16379)]",0.052073279490411045
1119,Tampa,27.9475,-82.4584,"Tampa 27.9475,-82.4584",Tampa ," 27.9475 , -82.4584 "," 27.970833333333 , -82.464722222222","Tampa 27.9475,-82.4584","[(27.94752, -82.45843)]",2.6649745890596614
1120,Jacksonville,30.3322,-81.6556,"Jacksonville 30.3322,-81.6556",Jacksonville ," 30.3322 , -81.6556 "," 30.316666666667 , -81.65","Jacksonville 30.3322,-81.6556","[(30.33218, -81.65565)]",1.8082397381388529
1121,Tallahassee,30.4383,-84.2807,"Tallahassee 30.4383,-84.2807",Tallahassee ," 30.4383 , -84.2807 "," 30.438736111111 , -84.280633333333","Tallahassee 30.4383,-84.2807","[(30.43826, -84.28073)]",0.05374622373669082
1122,Pensacola,30.4213,-87.2169,"Pensacola 30.4213,-87.2169",Pensacola ," 30.4213 , -87.2169 "," 30.433333333333 , -87.2","Pensacola 30.4213,-87.2169","[(30.42131, -87.21691)]",2.101460011880977
1123,Panama City,30.1588,-85.6602,"Panama City 30.1588,-85.6602",Panama City ," 30.1588 , -85.6602 "," 30.174167 , -85.664167","Panama City 30.1588,-85.6602","[(30.15946, -85.65983)]",1.6876597703339198
1125,Saint Petersburg,59.8944,30.2642,"Saint Petersburg 59.8944,30.2642",Saint Petersburg ," 59.8944 , 30.2642 "," 59.95 , 30.316666666667","Saint Petersburg 59.8944,30.2642",[],
1126,Baltimore,42.7353,-76.1258,"Baltimore 42.7353,-76.1258",Baltimore ," 42.7353 , -76.1258 "," 39.286388888889 , -76.615","Baltimore 42.7353,-76.1258","[(39.29038, -76.61219)]",0.5054051794690936
1128,Kiev,50.4333,30.5167,"Kiev 50.4333,30.5167",Kiev ," 50.4333 , 30.5167 "," 50.45 , 30.523611111111","Kiev 50.4333,30.5167","[(50.45466, 30.5238)]",0.5183416370548567
1129,Minsk,53.9,27.5667,"Minsk 53.9,27.5667",Minsk ," 53.9 , 27.5667 "," 53.902246 , 27.561837","Minsk 53.9,27.5667","[(53.9, 27.56667)]",0.4032692663214101
1130,Riga,56.95,24.1,"Riga 56.95,24.1",Riga ," 56.95 , 24.1 "," 56.9475 , 24.106944444444","Riga 56.95,24.1","[(56.946, 24.10589), (56.946, 24.10589)]",0.17863189083104924
1132,Makhachkala,42.9753,47.5022,"Makhachkala 42.9753,47.5022",Makhachkala ," 42.9753 , 47.5022 "," 42.983333333333 , 47.483333333333","Makhachkala 42.9753,47.5022","[(42.97638, 47.50236), (42.97638, 47.50236)]",1.7301799088717411
1136,Yekaterinburg,56.8575,60.6125,"Yekaterinburg 56.8575,60.6125",Yekaterinburg ," 56.8575 , 60.6125 "," 56.833333333333 , 60.583333333333","Yekaterinburg 56.8575,60.6125","[(56.8519, 60.6122)]",2.710043940271645
1137,Ural Mountains,60,60,"Ural Mountains 60,60",Ural Mountains ," 60 , 60 "," 60.0 , 60.0","Ural Mountains 60,60",[],
1140,Sochi,43.6,39.7303,"Sochi 43.6,39.7303",Sochi ," 43.6 , 39.7303 "," 43.585277777778 , 39.720277777778","Sochi 43.6,39.7303","[(43.59917, 39.72569), (43.59917, 39.72569), (43.59917, 39.72569), (43.59917, 39.72569), (43.59917, 39.72569)]",1.6050629632081426
1143,New London,40.927,-91.3996,"New London 40.927,-91.3996",New London ," 40.927 , -91.3996 "," 40.925277777778 , -91.401111111111","New London 40.927,-91.3996","[(41.35565, -72.09952), (41.35565, -72.09952), (41.35565, -72.09952), (41.35565, -72.09952), (41.35565, -72.09952), (41.35565, -72.09952), (41.35565, -72.09952), (41.35565, -72.09952), (41.35565, -72.09952)]",1613.70232291492
1144,Mount Pleasant,40.9636,-91.5579,"Mount Pleasant 40.9636,-91.5579",Mount Pleasant ," 40.9636 , -91.5579 "," 40.966944444444 , -91.551111111111","Mount Pleasant 40.9636,-91.5579",[],
1145,Winfield,41.1231,-91.4413,"Winfield 41.1231,-91.4413",Winfield ," 41.1231 , -91.4413 "," 41.1269 , -91.4375","Winfield 41.1231,-91.4413","[(33.60624, -82.39679)]",1155.2786635304294
1146,Story City,42.1872,-93.5958,"Story City 42.1872,-93.5958",Story City ," 42.1872 , -93.5958 "," 42.186388888889 , -93.591944444444","Story City 42.1872,-93.5958","[(42.18721, -93.59577)]",0.32814936194571037
1147,Iowa City,41.6611,-91.5302,"Iowa City 41.6611,-91.5302",Iowa City ," 41.6611 , -91.5302 "," 41.655833333333 , -91.525","Iowa City 41.6611,-91.5302","[(41.66113, -91.53017), (41.66113, -91.53017)]",0.7289381663457448
1148,Atalissa,41.5711,-91.166,"Atalissa 41.5711,-91.166",Atalissa ," 41.5711 , -91.166 "," 41.571666666667 , -91.166666666667","Atalissa 41.5711,-91.166","[(41.57114, -91.16599)]",0.0812295763830608
1149,Des Moines,41.6005,-93.6091,"Des Moines 41.6005,-93.6091",Des Moines ," 41.6005 , -93.6091 "," 41.590833333333 , -93.620833333333","Des Moines 41.6005,-93.6091","[(41.60054, -93.60911)]",1.4544233596953442
1150,Henry County,40.9834,-91.5502,"Henry County 40.9834,-91.5502",Henry County ," 40.9834 , -91.5502 "," 40.986666666667 , -91.541944444444","Henry County 40.9834,-91.5502","[(38.44847, -85.11893)]",617.4014212375494
1152,Washington County,41.3334,-91.7168,"Washington County 41.3334,-91.7168",Washington County ," 41.3334 , -91.7168 "," 41.334722222222 , -91.719722222222","Washington County 41.3334,-91.7168","[(37.75338, -85.17475)]",687.8143868553909
1153,Omaha,41.2586,-95.9378,"Omaha 41.2586,-95.9378",Omaha ," 41.2586 , -95.9378 "," 41.266666666667 , -96.016666666667","Omaha 41.2586,-95.9378",[],
1154,Mount Pleasant,33.1568,-94.9683,"Mount Pleasant 33.1568,-94.9683",Mount Pleasant ," 33.1568 , -94.9683 "," 33.1578 , -94.97","Mount Pleasant 33.1568,-94.9683","[(32.79407, -79.86259), (32.79407, -79.86259), (32.79407, -79.86259), (32.79407, -79.86259), (32.79407, -79.86259), (32.79407, -79.86259), (32.79407, -79.86259)]",1408.6018366572512
1155,Mount Vernon,33.1887,-95.2213,"Mount Vernon 33.1887,-95.2213",Mount Vernon ," 33.1887 , -95.2213 "," 33.18873 , -95.22133","Mount Vernon 33.1887,-95.2213","[(40.9126, -73.83708), (40.9126, -73.83708)]",2075.8098051936017
1156,Cookville,33.1857,-94.8544,"Cookville 33.1857,-94.8544",Cookville ," 33.1857 , -94.8544 "," 33.185555555556 , -94.854444444444","Cookville 33.1857,-94.8544","[(36.16284, -85.50164), (36.16284, -85.50164), (36.16284, -85.50164), (36.16284, -85.50164), (36.16284, -85.50164)]",916.6158719762116
1157,Titus County,33.2335,-94.9835,"Titus County 33.2335,-94.9835",Titus County ," 33.2335 , -94.9835 "," 33.22 , -94.97","Titus County 33.2335,-94.9835","[(33.2166, -94.96567), (33.2166, -94.96567)]",0.5524282522359231
1158,Winfield,33.1673,-95.1119,"Winfield 33.1673,-95.1119",Winfield ," 33.1673 , -95.1119 "," 33.1661 , -95.1111","Winfield 33.1673,-95.1119","[(37.23975, -96.99559)]",484.2183668245629
1159,Sault Ste. Marie,46.5168,-84.3333,"Sault Ste. Marie 46.5168,-84.3333",Sault Ste. Marie ," 46.5168 , -84.3333 "," 46.5333 , -84.35","Sault Ste. Marie 46.5168,-84.3333",[],
1160,Montreal,45.5168,-73.6492,"Montreal 45.5168,-73.6492",Montreal ," 45.5168 , -73.6492 "," 45.508888888889 , -73.561666666667","Montreal 45.5168,-73.6492","[(45.50884, -73.58781)]",2.0372367698281764
1161,Sulphur Springs,33.1384,-95.6011,"Sulphur Springs 33.1384,-95.6011",Sulphur Springs ," 33.1384 , -95.6011 "," 33.1342 , -95.6019","Sulphur Springs 33.1384,-95.6011",[],
1162,Greenville,33.1385,-96.1108,"Greenville 33.1385,-96.1108",Greenville ," 33.1385 , -96.1108 "," 33.1261 , -96.1097","Greenville 33.1385,-96.1108","[(34.85262, -82.39401)]",1277.9796241608385
1163,Carthage,35.346,-79.417,"Carthage 35.346,-79.417",Carthage ," 35.346 , -79.417 "," 35.34599 , -79.41697","Carthage 35.346,-79.417",[],
1164,North Carolina,35.5007,-80.0003,"North Carolina 35.5007,-80.0003",North Carolina ," 35.5007 , -80.0003 "," 35.5 , -80.0","North Carolina 35.5007,-80.0003","[(35.50069, -80.00032), (35.50069, -80.00032), (35.50069, -80.00032), (35.50069, -80.00032)]",0.0820110674117891
1165,Raleigh,35.7721,-78.6386,"Raleigh 35.7721,-78.6386",Raleigh ," 35.7721 , -78.6386 "," 35.818888888889 , -78.644722222222","Raleigh 35.7721,-78.6386","[(35.7721, -78.63861)]",5.231818784885973
1166,Moore County,35.3002,-79.4831,"Moore County 35.3002,-79.4831",Moore County ," 35.3002 , -79.4831 "," 35.31 , -79.48","Moore County 35.3002,-79.4831","[(35.31072, -79.48131)]",0.1433152433057401
1167,Newark,40.0581,-82.4013,"Newark 40.0581,-82.4013",Newark ," 40.0581 , -82.4013 "," 40.063014 , -82.416779","Newark 40.0581,-82.4013","[(40.05812, -82.40126), (40.05812, -82.40126), (40.73566, -74.17237), (40.73566, -74.17237), (40.73566, -74.17237), (40.73566, -74.17237), (40.73566, -74.17237), (40.73566, -74.17237), (40.73566, -74.17237), (40.73566, -74.17237), (40.73566, -74.17237), (40.73566, -74.17237), (40.73566, -74.17237)]",701.8684540865722
1168,Licking County,40.0834,-82.5002,"Licking County 40.0834,-82.5002",Licking County ," 40.0834 , -82.5002 "," 40.09 , -82.48","Licking County 40.0834,-82.5002","[(40.09161, -82.48315), (40.09161, -82.48315), (40.09161, -82.48315), (40.09161, -82.48315), (40.09161, -82.48315), (40.09161, -82.48315), (40.09161, -82.48315), (40.09161, -82.48315), (40.09161, -82.48315)]",0.32226190358306334
1169,Pataskala,39.9956,-82.6743,"Pataskala 39.9956,-82.6743",Pataskala ," 39.9956 , -82.6743 "," 39.997777777778 , -82.6975","Pataskala 39.9956,-82.6743","[(39.99562, -82.67433)]",1.9882549432572925
1170,New Zealand,-42,174,"New Zealand -42,174",New Zealand ," -42 , 174 "," -42.0 , 174.0","New Zealand -42,174","[(-42.0, 174.0), (-42.0, 174.0), (-42.0, 174.0), (-42.0, 174.0), (-42.0, 174.0), (-42.0, 174.0), (-42.0, 174.0), (-42.0, 174.0)]",0.0
1171,New Hampshire,43.667,-71.4998,"New Hampshire 43.667,-71.4998",New Hampshire ," 43.667 , -71.4998 "," 44.0 , -71.5","New Hampshire 43.667,-71.4998","[(43.66702, -71.4998)]",37.025742453772665
1172,Wairoa,-39.0333,177.367,"Wairoa -39.0333,177.367",Wairoa ," -39.0333 , 177.367 "," -39.032919 , 177.41847","Wairoa -39.0333,177.367","[(-39.03333, 177.36667)]",4.474424135205848
1173,North Island,-39,176,"North Island -39,176",North Island ," -39 , 176 "," -39.0 , 176.0","North Island -39,176","[(-39.0, 176.0)]",0.0
1174,South Island,-43,171,"South Island -43,171",South Island ," -43 , 171 "," -43.983333333333 , 170.45","South Island -43,171","[(-43.0, 171.0)]",117.99989358332253
1175,Heath,40.0228,-82.4446,"Heath 40.0228,-82.4446",Heath ," 40.0228 , -82.4446 "," 40.0319 , -82.4356","Heath 40.0228,-82.4446",[],
1176,Hanover,40.0798,-82.261,"Hanover 40.0798,-82.261",Hanover ," 40.0798 , -82.261 "," 40.0781 , -82.27","Hanover 40.0798,-82.261",[],
1178,Islamabad,33.61,73.0591,"Islamabad 33.61,73.0591",Islamabad ," 33.61 , 73.0591 "," 33.698888888889 , 73.036944444444","Islamabad 33.61,73.0591","[(33.72148, 73.04329), (33.72148, 73.04329), (33.72148, 73.04329)]",2.5796822356128772
1179,Lahore,31.5497,74.3436,"Lahore 31.5497,74.3436",Lahore ," 31.5497 , 74.3436 "," 31.549722222222 , 74.343611111111","Lahore 31.5497,74.3436","[(31.558, 74.35071)]",1.1400383304614772
1180,Punjab,31,72,"Punjab 31,72",Punjab ," 31 , 72 "," 31.0 , 74.0","Punjab 31,72","[(30.91667, 75.41667)]",135.4022125437819
1181,Golden Gate,37.8152,-122.48,"Golden Gate 37.8152,-122.48",Golden Gate ," 37.8152 , -122.48 "," 37.81521 , -122.47969","Golden Gate 37.8152,-122.48","[(26.18787, -81.69509), (26.18787, -81.69509)]",4021.1944437533375
1182,Farallon Islands,37.7333,-123.034,"Farallon Islands 37.7333,-123.034",Farallon Islands ," 37.7333 , -123.034 "," 37.73888889 , -123.06666667","Farallon Islands 37.7333,-123.034","[(37.74251, -123.0591), (37.74251, -123.0591)]",0.7777010928874082
1183,Sacramento River,38.0633,-121.853,"Sacramento River 38.0633,-121.853",Sacramento River ," 38.0633 , -121.853 "," 38.063333333333 , -121.85277777778","Sacramento River 38.0633,-121.853","[(38.06381, -121.99274)]",12.253373643577083
1184,Puget Sound,47.8332,-122.435,"Puget Sound 47.8332,-122.435",Puget Sound ," 47.8332 , -122.435 "," 47.8331 , -122.435","Puget Sound 47.8332,-122.435","[(47.83315, -122.43458)]",0.031839814086248766
1185,Santa Cruz,36.9741,-122.031,"Santa Cruz 36.9741,-122.031",Santa Cruz ," 36.9741 , -122.031 "," 36.97205 , -122.026252","Santa Cruz 36.9741,-122.031","[(36.97412, -122.0308)]",0.46499058995297626
1186,Millbrae,37.5985,-122.387,"Millbrae 37.5985,-122.387",Millbrae ," 37.5985 , -122.387 "," 37.600833333333 , -122.40138888889","Millbrae 37.5985,-122.387","[(37.59855, -122.38719)]",1.2764154022400969
1187,Fremont,37.5483,-121.989,"Fremont 37.5483,-121.989",Fremont ," 37.5483 , -121.989 "," 37.543055555556 , -121.98277777778","Fremont 37.5483,-121.989","[(37.54827, -121.98857), (37.54827, -121.98857), (37.54827, -121.98857), (37.54827, -121.98857)]",0.7726353084779156
1188,Newark,37.5297,-122.04,"Newark 37.5297,-122.04",Newark ," 37.5297 , -122.04 "," 37.533333333333 , -122.03333333333","Newark 37.5297,-122.04","[(40.73566, -74.17237)]",4092.2189463180302
1189,Hayward,37.6688,-122.081,"Hayward 37.6688,-122.081",Hayward ," 37.6688 , -122.081 "," 37.668888888889 , -122.08083333333","Hayward 37.6688,-122.081",[],
1190,Alameda County,37.5999,-121.884,"Alameda County 37.5999,-121.884",Alameda County ," 37.5999 , -121.884 "," 37.65 , -121.91","Alameda County 37.5999,-121.884","[(37.65055, -121.91789)]",0.6973159171187646
1191,Union City,37.5958,-122.019,"Union City 37.5958,-122.019",Union City ," 37.5958 , -122.019 "," 37.596388888889 , -122.04833333333","Union City 37.5958,-122.019",[],
1192,Sacramento,38.5816,-121.494,"Sacramento 38.5816,-121.494",Sacramento ," 38.5816 , -121.494 "," 38.575277777778 , -121.48611111111","Sacramento 38.5816,-121.494","[(38.58157, -121.4944), (38.58157, -121.4944)]",1.0043381475167805
1193,Pleasanton,37.6624,-121.875,"Pleasanton 37.6624,-121.875",Pleasanton ," 37.6624 , -121.875 "," 37.6725 , -121.8825","Pleasanton 37.6624,-121.875",[],
1194,Lafayette,37.8858,-122.118,"Lafayette 37.8858,-122.118",Lafayette ," 37.8858 , -122.118 "," 37.885833333333 , -122.11805555556","Lafayette 37.8858,-122.118","[(30.22409, -92.01984)]",2886.285697566412
1195,Moorpark,34.2856,-118.882,"Moorpark 34.2856,-118.882",Moorpark ," 34.2856 , -118.882 "," 34.28 , -118.88888888889","Moorpark 34.2856,-118.882",[],
1196,Cedar County,42.6,-97.267,"Cedar County 42.6,-97.267",Cedar County ," 42.6 , -97.267 "," 42.6 , -97.25","Cedar County 42.6,-97.267","[(41.77232, -91.13241), (41.77232, -91.13241), (41.77232, -91.13241)]",512.2519301002135
1197,Norfolk,42.0283,-97.417,"Norfolk 42.0283,-97.417",Norfolk ," 42.0283 , -97.417 "," 42.028333333333 , -97.433611111111","Norfolk 42.0283,-97.417","[(36.84681, -76.28522), (36.84681, -76.28522), (36.84681, -76.28522), (42.02834, -97.417), (42.02834, -97.417), (42.02834, -97.417)]",950.4810222397172
