,name,wikipedia_name,lat,lon,page,geovirus_key,toponym,old_coord,new_coord,mlg_key,geocoded_coordinates_list,median_error_distance
356,Victoria,Victoria (Australia),-37,144,https://en.wikipedia.org/wiki/Victoria_(Australia),"Victoria (Australia) -37,144",Victoria (Australia) ," -37 , 144 "," -37.0 , 144.0","Victoria (Australia) -37,144","[(-37.0, 145.0), (-37.0, 145.0), (-37.0, 145.0), (-37.0, 145.0), (-22.77889, -48.3975), (-22.77889, -48.3975)]",88.80393416855449
357,Centennial Park,"Centennial Park, New South Wales",-33.90,151.23,"https://en.wikipedia.org/wiki/Centennial_Park,_New_South_Wales","Centennial Park, New South Wales -33.90,151.23","Centennial Park, New South Wales "," -33.90 , 151.23 "," -33.9011 , 151.23","Centennial Park, New South Wales -33.90,151.23","[(-33.4318, 149.5679), (-33.4318, 149.5679)]",162.42782324604877
358,Cattai,"Cattai, New South Wales",-33.55,150.91,"https://en.wikipedia.org/wiki/Cattai,_New_South_Wales","Cattai, New South Wales -33.55,150.91","Cattai, New South Wales "," -33.55 , 150.91 "," -33.5561 , 150.912","Cattai, New South Wales -33.55,150.91",[],
359,Wilberforce,"Wilberforce, New South Wales",-33.55,150.84,"https://en.wikipedia.org/wiki/Wilberforce,_New_South_Wales","Wilberforce, New South Wales -33.55,150.84","Wilberforce, New South Wales "," -33.55 , 150.84 "," -33.5594 , 150.841","Wilberforce, New South Wales -33.55,150.84",[],
361,Parkes,"Parkes, New South Wales",-33.13,148.16,"https://en.wikipedia.org/wiki/Parkes,_New_South_Wales","Parkes, New South Wales -33.13,148.16","Parkes, New South Wales "," -33.13 , 148.16 "," -33.133333333333 , 148.16666666667","Parkes, New South Wales -33.13,148.16","[(-32.82318, 148.02514)]",36.92786519929525
362,Berry,"Berry, New South Wales",-34.77,150.69,"https://en.wikipedia.org/wiki/Berry,_New_South_Wales","Berry, New South Wales -34.77,150.69","Berry, New South Wales "," -34.77 , 150.69 "," -34.7753 , 150.694","Berry, New South Wales -34.77,150.69",[],
363,Wyong,"Wyong, New South Wales",-33.28,151.41,"https://en.wikipedia.org/wiki/Wyong,_New_South_Wales","Wyong, New South Wales -33.28,151.41","Wyong, New South Wales "," -33.28 , 151.41 "," -33.282 , 151.418","Wyong, New South Wales -33.28,151.41",[],
364,Warwick,"Warwick, Queensland",-28.21,152.01,"https://en.wikipedia.org/wiki/Warwick,_Queensland","Warwick, Queensland -28.21,152.01","Warwick, Queensland "," -28.21 , 152.01 "," -28.217222222222 , 152.03472222222","Warwick, Queensland -28.21,152.01","[(-33.37926, 148.8573)]",649.1826806410188
365,Queensland,Queensland,-23,143,https://en.wikipedia.org/wiki/Queensland,"Queensland -23,143",Queensland ," -23 , 143 "," -20.0 , 143.0","Queensland -23,143","[(-20.0, 145.0), (-20.0, 145.0), (-20.0, 145.0), (-20.0, 145.0), (-20.0, 145.0), (-20.0, 145.0), (-20.0, 145.0), (-20.0, 145.0), (-20.0, 145.0), (-20.0, 145.0), (-20.0, 145.0), (-20.0, 145.0), (-20.0, 145.0), (-20.0, 145.0)]",208.9771580510311
366,Brisbane,Brisbane,-27.46,153.03,https://en.wikipedia.org/wiki/Brisbane,"Brisbane -27.46,153.03",Brisbane ," -27.46 , 153.03 "," -27.467777777778 , 153.02777777778","Brisbane -27.46,153.03","[(-27.46794, 153.02809), (-27.46794, 153.02809), (-27.46794, 153.02809), (-27.46794, 153.02809)]",0.035696752895188776
367,Randwick,"Randwick, New South Wales",-33.91,151.23,"https://en.wikipedia.org/wiki/Randwick,_New_South_Wales","Randwick, New South Wales -33.91,151.23","Randwick, New South Wales "," -33.91 , 151.23 "," -33.9164 , 151.237","Randwick, New South Wales -33.91,151.23","[(-33.91667, 151.25), (-33.91667, 151.25), (-33.91667, 151.25), (-33.91667, 151.25), (-33.91667, 151.25)]",1.1999556277295624
368,Maitland,"Maitland, New South Wales",-32.71,151.55,"https://en.wikipedia.org/wiki/Maitland,_New_South_Wales","Maitland, New South Wales -32.71,151.55","Maitland, New South Wales "," -32.71 , 151.55 "," -32.732 , 151.551","Maitland, New South Wales -32.71,151.55","[(-32.73308, 151.5574), (-32.73308, 151.5574), (-32.73308, 151.5574)]",0.6105680846543229
369,Kansas,Kansas,38.5,-98,https://en.wikipedia.org/wiki/Kansas,"Kansas 38.5,-98",Kansas ," 38.5 , -98 "," 38.5 , -98.0","Kansas 38.5,-98","[(39.55281, -87.93948), (43.05786, -73.13094), (33.62122, -85.27023), (38.50029, -98.50063)]",1070.617881721028
370,Ohio,Ohio,40.5,-82.5,https://en.wikipedia.org/wiki/Ohio,"Ohio 40.5,-82.5",Ohio ," 40.5 , -82.5 "," 40.5 , -82.5","Ohio 40.5,-82.5","[(40.25034, -83.00018), (40.25034, -83.00018), (40.25034, -83.00018), (40.25034, -83.00018), (40.25034, -83.00018), (40.25034, -83.00018)]",50.65489253730201
371,South Korea,South Korea,36,128,https://en.wikipedia.org/wiki/South_Korea,"South Korea 36,128",South Korea ," 36 , 128 "," 36.0 , 128.0","South Korea 36,128","[(36.5, 127.75)]",59.94707951203611
372,Kitaakita,Kitaakita,40.22,140.37,https://en.wikipedia.org/wiki/Kitaakita,"Kitaakita 40.22,140.37",Kitaakita ," 40.22 , 140.37 "," 40.226111111111 , 140.37083333333","Kitaakita 40.22,140.37","[(40.23446, 140.39978)]",2.62686591960184
373,Akita Prefecture,Akita Prefecture,39.71,140.10,https://en.wikipedia.org/wiki/Akita_Prefecture,"Akita Prefecture 39.71,140.10",Akita Prefecture ," 39.71 , 140.10 "," 39.718611111111 , 140.1025","Akita Prefecture 39.71,140.10","[(39.75, 140.4)]",25.67779875974677
374,Queens,Queens,40.75,-73.86,https://en.wikipedia.org/wiki/Queens,"Queens 40.75,-73.86",Queens ," 40.75 , -73.86 "," 40.704166666667 , -73.917777777778","Queens 40.75,-73.86","[(40.68149, -73.83652)]",7.30014070234296
375,Sukoharjo,Sukoharjo Regency,-7.68,110.83,https://en.wikipedia.org/wiki/Sukoharjo_Regency,"Sukoharjo Regency -7.68,110.83",Sukoharjo Regency ," -7.68 , 110.83 "," -7.68333 , 110.83333","Sukoharjo Regency -7.68,110.83","[(-6.6107, 110.6722)]",120.58876519219493
376,Central Java,Central Java,-7.5,110,https://en.wikipedia.org/wiki/Central_Java,"Central Java -7.5,110",Central Java ," -7.5 , 110 "," -7.5 , 110.0","Central Java -7.5,110",[],
377,West Java,West Java,-6.75,107.5,https://en.wikipedia.org/wiki/West_Java,"West Java -6.75,107.5",West Java ," -6.75 , 107.5 "," -6.75 , 107.5","West Java -6.75,107.5","[(-6.75, 107.5), (-6.75, 107.5)]",0.0
378,Yogyakarta,Yogyakarta,-7.80,110.36,https://en.wikipedia.org/wiki/Yogyakarta,"Yogyakarta -7.80,110.36",Yogyakarta ," -7.80 , 110.36 "," -7.8013888888889 , 110.36444444444","Yogyakarta -7.80,110.36","[(-7.8008, 110.34393)]",2.2609427412014735
379,Jiangsu,Jiangsu,32.9,119.8,https://en.wikipedia.org/wiki/Jiangsu,"Jiangsu 32.9,119.8",Jiangsu ," 32.9 , 119.8 "," 33.0 , 120.0","Jiangsu 32.9,119.8","[(33.0, 119.83333)]",15.542983231174095
380,Khartoum,Khartoum,15.50,32.56,https://en.wikipedia.org/wiki/Khartoum,"Khartoum 15.50,32.56",Khartoum ," 15.50 , 32.56 "," 15.60308 , 32.52654","Khartoum 15.50,32.56","[(15.8, 33.0), (15.8, 33.0), (15.8, 33.0)]",55.209678435458045
382,Middle East,Middle East,33.13,35.85,https://en.wikipedia.org/wiki/Middle_East,"Middle East 33.13,35.85",Middle East ," 33.13 , 35.85 "," 28.0 , 45.0","Middle East 33.13,35.85","[(33.13906, 35.85869)]",1044.5240693885346
383,Kabanjahe,Kabanjahe,3.1,98.5,https://en.wikipedia.org/wiki/Kabanjahe,"Kabanjahe 3.1,98.5",Kabanjahe ," 3.1 , 98.5 "," 3.1 , 98.5","Kabanjahe 3.1,98.5","[(3.1001, 98.4908)]",1.0215582622619306
384,Atlanta,Atlanta,33.75,-84.39,https://en.wikipedia.org/wiki/Atlanta,"Atlanta 33.75,-84.39",Atlanta ," 33.75 , -84.39 "," 33.756944444444 , -84.390277777778","Atlanta 33.75,-84.39","[(33.749, -84.38798), (40.36557, -99.4726), (33.749, -84.38798)]",0.9085671191926181
385,Rome,Rome,41.9,12.5,https://en.wikipedia.org/wiki/Rome,"Rome 41.9,12.5",Rome ," 41.9 , 12.5 "," 41.893055555556 , 12.482777777778","Rome 41.9,12.5","[(41.96667, 12.66667), (14.29115, 121.00308), (41.96667, 12.66667)]",17.274933392390015
386,Vatican,Vatican City,41.9,12.45,https://en.wikipedia.org/wiki/Vatican_City,"Vatican City 41.9,12.45",Vatican City ," 41.9 , 12.45 "," 41.904 , 12.453","Vatican City 41.9,12.45","[(41.90225, 12.4533), (41.90225, 12.4533)]",0.19616889973921325
388,Laos,Laos,18,105,https://en.wikipedia.org/wiki/Laos,"Laos 18,105",Laos ," 18 , 105 "," 18.2 , 104.0","Laos 18,105","[(18.0, 105.0), (18.0, 105.0), (18.0, 105.0)]",108.00682086083516
389,Cambodia,Cambodia,13,105,https://en.wikipedia.org/wiki/Cambodia,"Cambodia 13,105",Cambodia ," 13 , 105 "," 12.6 , 105.0","Cambodia 13,105","[(13.0, 105.0), (13.0, 105.0), (13.0, 105.0), (13.0, 105.0)]",44.4780334896768
390,Thailand,Thailand,15.4,101.3,https://en.wikipedia.org/wiki/Thailand,"Thailand 15.4,101.3",Thailand ," 15.4 , 101.3 "," 14.0 , 101.0","Thailand 15.4,101.3","[(15.5, 101.0), (15.5, 101.0)]",166.79262558628693
391,Van,"Van, Turkey",38.49,43.38,"https://en.wikipedia.org/wiki/Van,_Turkey","Van, Turkey 38.49,43.38","Van, Turkey "," 38.49 , 43.38 "," 38.501944444444 , 43.416666666667","Van, Turkey 38.49,43.38","[(38.40736, 43.71779), (38.40736, 43.71779)]",28.251522986111567
392,Dogu Beyazit,Do%C4%9Fubayaz%C4%B1t,39.54,44.08,https://en.wikipedia.org/wiki/Do%C4%9Fubayaz%C4%B1t,"Do%C4%9Fubayaz%C4%B1t 39.54,44.08",Do%C4%9Fubayaz%C4%B1t ," 39.54 , 44.08 "," 39.55 , 44.083333333333","Do%C4%9Fubayaz%C4%B1t 39.54,44.08",[],
393,Burma,Myanmar,22,96,https://en.wikipedia.org/wiki/Myanmar,"Myanmar 22,96",Myanmar ," 22 , 96 "," 22.0 , 96.0","Myanmar 22,96","[(21.0, 96.0)]",111.19508372419146
394,Myanmar,Myanmar,22,96,https://en.wikipedia.org/wiki/Myanmar,"Myanmar 22,96",Myanmar ," 22 , 96 "," 22.0 , 96.0","Myanmar 22,96","[(21.0, 96.0), (21.0, 96.0), (21.0, 96.0)]",111.19508372419146
395,Armenia,Armenia,40,45,https://en.wikipedia.org/wiki/Armenia,"Armenia 40,45",Armenia ," 40 , 45 "," 40.383333 , 44.95","Armenia 40,45","[(40.25, 45.0)]",15.42012702507615
396,Azerbaijan,Azerbaijan,40.3,47.7,https://en.wikipedia.org/wiki/Azerbaijan,"Azerbaijan 40.3,47.7",Azerbaijan ," 40.3 , 47.7 "," 40.3 , 47.7","Azerbaijan 40.3,47.7","[(40.5, 47.5)]",27.95346634635216
397,Georgia,Georgia (country),42,43.5,https://en.wikipedia.org/wiki/Georgia_(country),"Georgia (country) 42,43.5",Georgia (country) ," 42 , 43.5 "," 42.016669444444 , 43.733330555556","Georgia (country) 42,43.5","[(41.99998, 43.4999), (32.75042, -83.50018), (32.75042, -83.50018), (32.75042, -83.50018), (32.75042, -83.50018), (32.75042, -83.50018), (32.75042, -83.50018)]",10109.302903908725
398,Syria,Syria,35,38,https://en.wikipedia.org/wiki/Syria,"Syria 35,38",Syria ," 35 , 38 "," 35.216667 , 38.583333","Syria 35,38","[(35.0, 38.0), (35.0, 38.0)]",58.27596510732318
399,Rogaland,Rogaland,59,6,https://en.wikipedia.org/wiki/Rogaland,"Rogaland 59,6",Rogaland ," 59 , 6 "," 58.97 , 5.71","Rogaland 59,6",[],
400,Vestfold,Vestfold,59.26,10.41,https://en.wikipedia.org/wiki/Vestfold,"Vestfold 59.26,10.41",Vestfold ," 59.26 , 10.41 "," 59.31 , 10.22","Vestfold 59.26,10.41",[],
401,Buskerud,Buskerud,60.5,9.5,https://en.wikipedia.org/wiki/Buskerud,"Buskerud 60.5,9.5",Buskerud ," 60.5 , 9.5 "," 60.5 , 9.5","Buskerud 60.5,9.5","[(59.7484, 10.1891)]",91.87626736425221
402,Telemark,Telemark,59.33,8.5,https://en.wikipedia.org/wiki/Telemark,"Telemark 59.33,8.5",Telemark ," 59.33 , 8.5 "," 59.333333333333 , 8.5","Telemark 59.33,8.5",[],
403,Østfold,%C3%98stfold,59.33,11.33,https://en.wikipedia.org/wiki/%C3%98stfold,"%C3%98stfold 59.33,11.33",%C3%98stfold ," 59.33 , 11.33 "," 59.333333333333 , 11.333333333333","%C3%98stfold 59.33,11.33",[],
404,Akershus,Akershus,60,11,https://en.wikipedia.org/wiki/Akershus,"Akershus 60,11",Akershus ," 60 , 11 "," 60.0 , 11.0","Akershus 60,11",[],
405,Oslo,Oslo,59.95,10.75,https://en.wikipedia.org/wiki/Oslo,"Oslo 59.95,10.75",Oslo ," 59.95 , 10.75 "," 59.911111111111 , 10.752777777778","Oslo 59.95,10.75","[(59.9119, 10.7336)]",1.072681185015098
406,Hedmark,Hedmark,60.83,11.66,https://en.wikipedia.org/wiki/Hedmark,"Hedmark 60.83,11.66",Hedmark ," 60.83 , 11.66 "," 60.833333333333 , 11.666666666667","Hedmark 60.83,11.66","[(60.7953, 11.0827)]",31.945685284456417
407,Oppland,Oppland,61.11,10.46,https://en.wikipedia.org/wiki/Oppland,"Oppland 61.11,10.46",Oppland ," 61.11 , 10.46 "," 61.41 , 9.34","Oppland 61.11,10.46",[],
408,Vest-Agder,Vest-Agder,58.58,7.58,https://en.wikipedia.org/wiki/Vest-Agder,"Vest-Agder 58.58,7.58",Vest-Agder ," 58.58 , 7.58 "," 58.583055555556 , 7.5830555555556","Vest-Agder 58.58,7.58",[],
409,Aust-Agder,Aust-Agder,58.56,8.56,https://en.wikipedia.org/wiki/Aust-Agder,"Aust-Agder 58.56,8.56",Aust-Agder ," 58.56 , 8.56 "," 58.566666666667 , 8.5666666666667","Aust-Agder 58.56,8.56",[],
410,Orneta,Orneta,54.11,20.13,https://en.wikipedia.org/wiki/Orneta,"Orneta 54.11,20.13",Orneta ," 54.11 , 20.13 "," 54.11483 , 20.13328","Orneta 54.11,20.13",[],
411,Bieżuń,Bie%C5%BCu%C5%84,52.95,19.88,https://en.wikipedia.org/wiki/Bie%C5%BCu%C5%84,"Bie%C5%BCu%C5%84 52.95,19.88",Bie%C5%BCu%C5%84 ," 52.95 , 19.88 "," 52.96107 , 19.88976","Bie%C5%BCu%C5%84 52.95,19.88",[],
412,Wichita,"Wichita, Kansas",37.68,-97.33,"https://en.wikipedia.org/wiki/Wichita,_Kansas","Wichita, Kansas 37.68,-97.33","Wichita, Kansas "," 37.68 , -97.33 "," 37.688888888889 , -97.336111111111","Wichita, Kansas 37.68,-97.33","[(37.69224, -97.33754), (37.69224, -97.33754)]",0.3932670141866221
413,Hebei,Hebei,39.3,116.7,https://en.wikipedia.org/wiki/Hebei,"Hebei 39.3,116.7",Hebei ," 39.3 , 116.7 "," 38.042222222222 , 114.50861111111","Hebei 39.3,116.7",[],
414,Hubei,Hubei,31.2,112.3,https://en.wikipedia.org/wiki/Hubei,"Hubei 31.2,112.3",Hubei ," 31.2 , 112.3 "," 31.2 , 112.3","Hubei 31.2,112.3","[(31.0, 112.25)]",22.742855101731976
415,Fuyang,Fuyang,32.9,115.81,https://en.wikipedia.org/wiki/Fuyang,"Fuyang 32.9,115.81",Fuyang ," 32.9 , 115.81 "," 32.93718 , 115.70778","Fuyang 32.9,115.81","[(30.053, 119.95)]",514.3380256653138
416,Guangdong,Guangdong,23.4,113.5,https://en.wikipedia.org/wiki/Guangdong,"Guangdong 23.4,113.5",Guangdong ," 23.4 , 113.5 "," 23.4 , 113.5","Guangdong 23.4,113.5","[(23.5, 113.25)]",27.821505770477273
417,Guangxi,Guangxi,23.6,108.3,https://en.wikipedia.org/wiki/Guangxi,"Guangxi 23.6,108.3",Guangxi ," 23.6 , 108.3 "," 23.6 , 108.3","Guangxi 23.6,108.3","[(24.0, 109.0)]",83.96521940032765
418,Hainan,Hainan,19.2,109.7,https://en.wikipedia.org/wiki/Hainan,"Hainan 19.2,109.7",Hainan ," 19.2 , 109.7 "," 20.03342 , 110.32398","Hainan 19.2,109.7","[(19.25, 109.75)]",105.83815592478304
419,Zhejiang,Zhejiang,29.2,120.5,https://en.wikipedia.org/wiki/Zhejiang,"Zhejiang 29.2,120.5",Zhejiang ," 29.2 , 120.5 "," 30.266666666667 , 120.15","Zhejiang 29.2,120.5","[(29.16667, 120.0)]",123.16895842892242
420,Warab,Warrap (state),8,28.85,https://en.wikipedia.org/wiki/Warrap_(state),"Warrap (state) 8,28.85",Warrap (state) ," 8 , 28.85 "," 8.38806 , 28.25111","Warrap (state) 8,28.85",[],
421,Darfur,Darfur,13,25,https://en.wikipedia.org/wiki/Darfur,"Darfur 13,25",Darfur ," 13 , 25 "," 13.0 , 25.0","Darfur 13,25","[(13.5, 23.5), (13.5, 23.5), (13.5, 23.5), (13.5, 23.5), (13.5, 23.5), (13.5, 23.5), (13.5, 23.5), (13.5, 23.5), (13.5, 23.5), (13.5, 23.5), (13.5, 23.5), (13.5, 23.5)]",171.6075200760233
423,Al-Fashir,Al-Fashir,13.63,25.35,https://en.wikipedia.org/wiki/Al-Fashir,"Al-Fashir 13.63,25.35",Al-Fashir ," 13.63 , 25.35 "," 13.626983333333 , 25.349583333333","Al-Fashir 13.63,25.35","[(13.62793, 25.34936), (13.62793, 25.34936), (13.62793, 25.34936)]",0.10799594819554371
424,Malakal,Malakal,9.55,31.65,https://en.wikipedia.org/wiki/Malakal,"Malakal 9.55,31.65",Malakal ," 9.55 , 31.65 "," 9.5333333333333 , 31.65","Malakal 9.55,31.65","[(9.53342, 31.66049), (9.53342, 31.66049), (9.53342, 31.66049), (9.53342, 31.66049), (9.53342, 31.66049), (9.53342, 31.66049)]",1.1503674773679957
425,Nyala,"Nyala, Sudan",12.05,24.88,"https://en.wikipedia.org/wiki/Nyala,_Sudan","Nyala, Sudan 12.05,24.88","Nyala, Sudan "," 12.05 , 24.88 "," 12.05 , 24.883333333333","Nyala, Sudan 12.05,24.88",[],
426,South Darfur,South Darfur,11.51,25.03,https://en.wikipedia.org/wiki/South_Darfur,"South Darfur 11.51,25.03",South Darfur ," 11.51 , 25.03 "," 11.516666666667 , 25.033333333333","South Darfur 11.51,25.03","[(11.5, 24.66667)]",39.994442234931654
427,Pailin,Pailin Province,12.85,102.60,https://en.wikipedia.org/wiki/Pailin_Province,"Pailin Province 12.85,102.60",Pailin Province ," 12.85 , 102.60 "," 12.855278 , 102.608611","Pailin Province 12.85,102.60","[(12.86667, 102.6), (12.86667, 102.6)]",1.5735313992879698
428,Attapeu,Attapeu,14.8,106.83,https://en.wikipedia.org/wiki/Attapeu,"Attapeu 14.8,106.83",Attapeu ," 14.8 , 106.83 "," 14.8 , 106.83333333333","Attapeu 14.8,106.83",[],
429,Binh Phuoc,B%C3%ACnh Ph%C6%B0%E1%BB%9Bc Province,11.75,106.91,https://en.wikipedia.org/wiki/B%C3%ACnh_Ph%C6%B0%E1%BB%9Bc_Province,"B%C3%ACnh Ph%C6%B0%E1%BB%9Bc Province 11.75,106.91",B%C3%ACnh Ph%C6%B0%E1%BB%9Bc Province ," 11.75 , 106.91 "," 11.75 , 106.91666666667","B%C3%ACnh Ph%C6%B0%E1%BB%9Bc Province 11.75,106.91",[],
431,Kinshasa,Kinshasa,-4.32,15.32,https://en.wikipedia.org/wiki/Kinshasa,"Kinshasa -4.32,15.32",Kinshasa ," -4.32 , 15.32 "," -4.3316666666667 , 15.313888888889","Kinshasa -4.32,15.32","[(-4.32758, 15.31357), (-4.32758, 15.31357), (-4.32758, 15.31357)]",0.45579073694468886
432,Léopoldville,Kinshasa,-4.32,15.32,https://en.wikipedia.org/wiki/Kinshasa,"Kinshasa -4.32,15.32",Kinshasa ," -4.32 , 15.32 "," -4.3316666666667 , 15.313888888889","Kinshasa -4.32,15.32","[(-4.32758, 15.31357), (-4.32758, 15.31357)]",0.45579073694468886
433,Dar es Salaam,Dar es Salaam,-6.8,39.28,https://en.wikipedia.org/wiki/Dar_es_Salaam,"Dar es Salaam -6.8,39.28",Dar es Salaam ," -6.8 , 39.28 "," -6.8 , 39.283333333333","Dar es Salaam -6.8,39.28","[(-6.83523, 39.19597)]",10.410823682506395
434,Tanzania,Tanzania,-6.30,34.85,https://en.wikipedia.org/wiki/Tanzania,"Tanzania -6.30,34.85",Tanzania ," -6.30 , 34.85 "," -6.307 , 34.854","Tanzania -6.30,34.85","[(-6.0, 35.0), (-6.0, 35.0)]",37.760518092081796
435,Zanzibar,Zanzibar,-6.13,39.31,https://en.wikipedia.org/wiki/Zanzibar,"Zanzibar -6.13,39.31",Zanzibar ," -6.13 , 39.31 "," -6.1333333333333 , 39.316666666667","Zanzibar -6.13,39.31","[(-6.16394, 39.19793)]",13.560980063423616
436,Bangladesh,Bangladesh,23.8,90.3,https://en.wikipedia.org/wiki/Bangladesh,"Bangladesh 23.8,90.3",Bangladesh ," 23.8 , 90.3 "," 24.016667 , 89.866667","Bangladesh 23.8,90.3","[(24.0, 90.0), (24.0, 90.0)]",13.66953872960184
437,Bihar,Bihar,25.37,85.13,https://en.wikipedia.org/wiki/Bihar,"Bihar 25.37,85.13",Bihar ," 25.37 , 85.13 "," 25.37 , 85.13","Bihar 25.37,85.13","[(25.75, 85.75), (25.75, 85.75)]",75.18956783549208
438,Uttar Pradesh,Uttar Pradesh,26.85,80.91,https://en.wikipedia.org/wiki/Uttar_Pradesh,"Uttar Pradesh 26.85,80.91",Uttar Pradesh ," 26.85 , 80.91 "," 26.85 , 80.91","Uttar Pradesh 26.85,80.91","[(27.25, 80.75), (27.25, 80.75), (27.25, 80.75)]",47.216084874730846
440,Indore,Indore,22.71,75.84,https://en.wikipedia.org/wiki/Indore,"Indore 22.71,75.84",Indore ," 22.71 , 75.84 "," 22.720555555556 , 75.847222222222","Indore 22.71,75.84","[(22.66667, 75.75)]",11.635126481075755
441,Ituri,Ituri Province,1.83,29.5,https://en.wikipedia.org/wiki/Ituri_Province,"Ituri Province 1.83,29.5",Ituri Province ," 1.83 , 29.5 "," 1.83333333 , 29.5","Ituri Province 1.83,29.5",[],
442,Orientale,Orientale Province,2.5,27,https://en.wikipedia.org/wiki/Orientale_Province,"Orientale Province 2.5,27",Orientale Province ," 2.5 , 27 "," 2.33 , 26.85","Orientale Province 2.5,27",[],
443,Kibera,Kibera,-1.31,36.78,https://en.wikipedia.org/wiki/Kibera,"Kibera -1.31,36.78",Kibera ," -1.31 , 36.78 "," -1.3125 , 36.78638889","Kibera -1.31,36.78","[(-1.3, 36.76667)]",2.5955956488463072
444,Zamfara,Zamfara State,12.16,6.25,https://en.wikipedia.org/wiki/Zamfara_State,"Zamfara State 12.16,6.25",Zamfara State ," 12.16 , 6.25 "," 12.166666666667 , 6.25","Zamfara State 12.16,6.25","[(12.16667, 6.25), (12.16667, 6.25)]",0.00037065024211491523
445,Hanoi,Hanoi,21.02,105.85,https://en.wikipedia.org/wiki/Hanoi,"Hanoi 21.02,105.85",Hanoi ," 21.02 , 105.85 "," 21.0245 , 105.84117","Hanoi 21.02,105.85","[(21.0245, 105.84117)]",0.0
446,Da Nang International Airport,Da Nang International Airport,16.04,108.19,https://en.wikipedia.org/wiki/Da_Nang_International_Airport,"Da Nang International Airport 16.04,108.19",Da Nang International Airport ," 16.04 , 108.19 "," 16.043888888889 , 108.19944444444","Da Nang International Airport 16.04,108.19","[(16.04392, 108.19937)]",0.008675045293261538
447,Da Nang,Da Nang,16.06,108.23,https://en.wikipedia.org/wiki/Da_Nang,"Da Nang 16.06,108.23",Da Nang ," 16.06 , 108.23 "," 16.066666666667 , 108.23333333333","Da Nang 16.06,108.23","[(16.08333, 108.08333)]",16.134207502055183
448,Goz Beida,Goz Be%C3%AFda,12.22, 21.41,https://en.wikipedia.org/wiki/Goz_Be%C3%AFda,"Goz Be%C3%AFda 12.22,21.41",Goz Be%C3%AFda ," 12.22 ,  21.41 "," 12.223611111111 , 21.414444444444","Goz Be%C3%AFda 12.22,21.41","[(13.95, 20.55), (13.95, 20.55)]",213.57875527862822
449,Isiolo,Isiolo,0.35,37.58,https://en.wikipedia.org/wiki/Isiolo,"Isiolo 0.35,37.58",Isiolo ," 0.35 , 37.58 "," 0.26644444444444 , 37.661363888889","Isiolo 0.35,37.58","[(0.98333, 38.53333)]",125.51504033063765
452,Samburu,Samburu County,1.16,36.66,https://en.wikipedia.org/wiki/Samburu_County,"Samburu County 1.16,36.66",Samburu County ," 1.16 , 36.66 "," 1.1666666666667 , 36.666666666667","Samburu County 1.16,36.66","[(1.33333, 37.11667)]",53.34851745260798
453,Algeria,Algeria,28,2,https://en.wikipedia.org/wiki/Algeria,"Algeria 28,2",Algeria ," 28 , 2 "," 28.0 , 2.0","Algeria 28,2","[(28.0, 3.0), (28.0, 3.0), (28.0, 3.0)]",98.17915685384183
454,Algiers,Algiers,36.75,3.05,https://en.wikipedia.org/wiki/Algiers,"Algiers 36.75,3.05",Algiers ," 36.75 , 3.05 "," 36.776388888889 , 3.0586111111111","Algiers 36.75,3.05","[(36.74053, 3.00957)]",5.914875442651762
455,Bab el-Oued,Bab El Oued,36.79,3.04,https://en.wikipedia.org/wiki/Bab_El_Oued,"Bab El Oued 36.79,3.04",Bab El Oued ," 36.79 , 3.04 "," 36.790702777778 , 3.0497305555556","Bab El Oued 36.79,3.04",[],
456,Greenlane,Greenlane,-36.89,174.79,https://en.wikipedia.org/wiki/Greenlane,"Greenlane -36.89,174.79",Greenlane ," -36.89 , 174.79 "," -36.8914 , 174.793","Greenlane -36.89,174.79","[(-36.89055, 174.79426), (-36.89055, 174.79426)]",0.14659220621218205
457,Auckland,Auckland,-36.84,174.74,https://en.wikipedia.org/wiki/Auckland,"Auckland -36.84,174.74",Auckland ," -36.84 , 174.74 "," -36.85 , 174.78333333333","Auckland -36.84,174.74","[(-36.85, 174.78333), (-36.85, 174.78333), (-36.85, 174.78333), (-36.85, 174.78333), (-36.85, 174.78333)]",0.00029659714074428564
458,Austin,"Austin, Indiana",38.74,-85.80,"https://en.wikipedia.org/wiki/Austin,_Indiana","Austin, Indiana 38.74,-85.80","Austin, Indiana "," 38.74 , -85.80 "," 38.7424 , -85.8046","Austin, Indiana 38.74,-85.80","[(30.26715, -97.74306)]",1441.5989599162635
459,Scott County,"Scott County, Indiana",38.69,-85.74,"https://en.wikipedia.org/wiki/Scott_County,_Indiana","Scott County, Indiana 38.69,-85.74","Scott County, Indiana "," 38.69 , -85.74 "," 38.69 , -85.74","Scott County, Indiana 38.69,-85.74","[(41.6371, -90.62324), (41.6371, -90.62324), (41.6371, -90.62324), (41.6371, -90.62324)]",528.5992104981439
460,Evansville,"Evansville, Indiana",37.97,-87.55,"https://en.wikipedia.org/wiki/Evansville,_Indiana","Evansville, Indiana 37.97,-87.55","Evansville, Indiana "," 37.97 , -87.55 "," 37.974722222222 , -87.555833333333","Evansville, Indiana 37.97,-87.55","[(37.97476, -87.55585)]",0.004447481535858422
